main | t (second),main | E1 (J_per_m2),main | g (m_per_s2),main | M1 (Js2_per_m2),main | omega (radian_per_s),main | q1 (metre),main | q1' (metre/second),main | r0 (metre),main | R1 (Js_per_m2),main | theta (radian),main | theta' (radian/second),main | v1 (m_per_s),main | v1' (m_per_s/second),main | v2 (m_per_s),main | v2' (m_per_s/second)
1.98,200,9.81,100,-0.366124,6.09225,-4.79871,1,0.1,-0.181729,-0.366124,-4.79871,-1.58055,-2.59665,0.0160429
1.99,200,9.81,100,-0.368587,6.04419,-4.81404,1,0.1,-0.185403,-0.368587,-4.81404,-1.48468,-2.5964,0.034008
2,200,9.81,100,-0.371065,5.99597,-4.8284,1,0.1,-0.189101,-0.371065,-4.8284,-1.38872,-2.59596,0.0523912
2.01,200,9.81,100,-0.373559,5.94762,-4.84181,1,0.1,-0.192824,-0.373559,-4.84181,-1.29269,-2.59535,0.0712027
2.02,200,9.81,100,-0.376067,5.89914,-4.85426,1,0.1,-0.196572,-0.376067,-4.85426,-1.19663,-2.59454,0.0904532
2.03,200,9.81,100,-0.378589,5.85054,-4.86574,1,0.1,-0.200346,-0.378589,-4.86574,-1.10055,-2.59354,0.110153
2.04,200,9.81,100,-0.381123,5.80183,-4.87627,1,0.1,-0.204144,-0.381123,-4.87627,-1.00449,-2.59233,0.130314
2.05,200,9.81,100,-0.38367,5.75302,-4.88583,1,0.1,-0.207968,-0.38367,-4.88583,-0.908467,-2.59093,0.150945
2.06,200,9.81,100,-0.386228,5.70411,-4.89444,1,0.1,-0.211817,-0.386228,-4.89444,-0.812519,-2.58931,0.17206
2.07,200,9.81,100,-0.388796,5.65513,-4.90208,1,0.1,-0.215693,-0.388796,-4.90208,-0.71667,-2.58748,0.193667
2.08,200,9.81,100,-0.391373,5.60608,-4.90877,1,0.1,-0.219593,-0.391373,-4.90877,-0.620948,-2.58544,0.21578
2.09,200,9.81,100,-0.393958,5.55696,-4.9145,1,0.1,-0.22352,-0.393958,-4.9145,-0.525383,-2.58317,0.23841
2.1,200,9.81,100,-0.396551,5.50779,-4.91928,1,0.1,-0.227473,-0.396551,-4.91928,-0.430003,-2.58067,0.261567
2.11,200,9.81,100,-0.399149,5.45858,-4.9231,1,0.1,-0.231451,-0.399149,-4.9231,-0.334836,-2.57793,0.285265
2.12,200,9.81,100,-0.401752,5.40933,-4.92598,1,0.1,-0.235456,-0.401752,-4.92598,-0.239913,-2.57496,0.309514
2.13,200,9.81,100,-0.404358,5.36006,-4.9279,1,0.1,-0.239486,-0.404358,-4.9279,-0.145263,-2.57174,0.334327
2.14,200,9.81,100,-0.406966,5.31077,-4.92888,1,0.1,-0.243543,-0.406966,-4.92888,-0.0509155,-2.56827,0.359716
2.15,200,9.81,100,-0.409575,5.26148,-4.92892,1,0.1,-0.247625,-0.409575,-4.92892,0.0430997,-2.56455,0.385693
2.16,200,9.81,100,-0.412182,5.2122,-4.92802,1,0.1,-0.251734,-0.412182,-4.92802,0.136752,-2.56056,0.41227
2.17,200,9.81,100,-0.414786,5.16293,-4.92619,1,0.1,-0.255869,-0.414786,-4.92619,0.230012,-2.5563,0.43946
2.18,200,9.81,100,-0.417386,5.11368,-4.92342,1,0.1,-0.26003,-0.417386,-4.92342,0.322848,-2.55177,0.467274
2.19,200,9.81,100,-0.41998,5.06446,-4.91973,1,0.1,-0.264217,-0.41998,-4.91973,0.41523,-2.54695,0.495725
2.2,200,9.81,100,-0.422565,5.01529,-4.91512,1,0.1,-0.268429,-0.422565,-4.91512,0.507127,-2.54185,0.524826
2.21,200,9.81,100,-0.42514,4.96616,-4.90959,1,0.1,-0.272668,-0.42514,-4.90959,0.598508,-2.53645,0.554588
2.22,200,9.81,100,-0.427702,4.9171,-4.90315,1,0.1,-0.276932,-0.427702,-4.90315,0.689342,-2.53076,0.585024
2.23,200,9.81,100,-0.43025,4.8681,-4.89581,1,0.1,-0.281222,-0.43025,-4.89581,0.779598,-2.52475,0.616147
2.24,200,9.81,100,-0.43278,4.81919,-4.88756,1,0.1,-0.285537,-0.43278,-4.88756,0.869243,-2.51843,0.647969
2.25,200,9.81,100,-0.435292,4.77035,-4.87842,1,0.1,-0.289877,-0.435292,-4.87842,0.958247,-2.51179,0.680501
2.26,200,9.81,100,-0.437781,4.72162,-4.8684,1,0.1,-0.294243,-0.437781,-4.8684,1.04658,-2.50482,0.713756
2.27,200,9.81,100,-0.440246,4.67299,-4.8575,1,0.1,-0.298633,-0.440246,-4.8575,1.1342,-2.49751,0.747746
2.28,200,9.81,100,-0.442683,4.62447,-4.84572,1,0.1,-0.303048,-0.442683,-4.84572,1.22109,-2.48986,0.782483
2.29,200,9.81,100,-0.44509,4.57608,-4.83308,1,0.1,-0.307487,-0.44509,-4.83308,1.30721,-2.48186,0.817978
2.3,200,9.81,100,-0.447464,4.52781,-4.81958,1,0.1,-0.311949,-0.447464,-4.81958,1.39253,-2.4735,0.854243
2.31,200,9.81,100,-0.449801,4.47969,-4.80523,1,0.1,-0.316436,-0.449801,-4.80523,1.47702,-2.46477,0.891289
2.32,200,9.81,100,-0.452099,4.43171,-4.79004,1,0.1,-0.320945,-0.452099,-4.79004,1.56065,-2.45567,0.929128
2.33,200,9.81,100,-0.454353,4.38389,-4.77402,1,0.1,-0.325477,-0.454353,-4.77402,1.64338,-2.44619,0.967769
2.34,200,9.81,100,-0.45656,4.33623,-4.75717,1,0.1,-0.330032,-0.45656,-4.75717,1.72518,-2.43631,1.00722
2.35,200,9.81,100,-0.458717,4.28875,-4.73952,1,0.1,-0.334608,-0.458717,-4.73952,1.80603,-2.42604,1.0475
2.36,200,9.81,100,-0.460819,4.24145,-4.72106,1,0.1,-0.339206,-0.460819,-4.72106,1.88589,-2.41536,1.08861
2.37,200,9.81,100,-0.462863,4.19433,-4.7018,1,0.1,-0.343825,-0.462863,-4.7018,1.96473,-2.40426,1.13057
2.38,200,9.81,100,-0.464844,4.14741,-4.68177,1,0.1,-0.348463,-0.464844,-4.68177,2.04251,-2.39275,1.17337
2.39,200,9.81,100,-0.466758,4.1007,-4.66096,1,0.1,-0.353121,-0.466758,-4.66096,2.11922,-2.38079,1.21703
2.4,200,9.81,100,-0.468601,4.0542,-4.63938,1,0.1,-0.357798,-0.468601,-4.63938,2.19482,-2.3684,1.26157
2.41,200,9.81,100,-0.470368,4.00791,-4.61706,1,0.1,-0.362493,-0.470368,-4.61706,2.26927,-2.35556,1.30697
2.42,200,9.81,100,-0.472053,3.96186,-4.594,1,0.1,-0.367205,-0.472053,-4.594,2.34256,-2.34226,1.35326
2.43,200,9.81,100,-0.473652,3.91604,-4.57022,1,0.1,-0.371934,-0.473652,-4.57022,2.41465,-2.32849,1.40043
2.44,200,9.81,100,-0.475161,3.87046,-4.54571,1,0.1,-0.376678,-0.475161,-4.54571,2.48551,-2.31425,1.4485
2.45,200,9.81,100,-0.476572,3.82512,-4.52051,1,0.1,-0.381437,-0.476572,-4.52051,2.55512,-2.29952,1.49747
2.46,200,9.81,100,-0.477881,3.78005,-4.49462,1,0.1,-0.386209,-0.477881,-4.49462,2.62345,-2.2843,1.54733
2.47,200,9.81,100,-0.479083,3.73523,-4.46804,1,0.1,-0.390994,-0.479083,-4.46804,2.69048,-2.26857,1.5981
2.48,200,9.81,100,-0.480171,3.69069,-4.44081,1,0.1,-0.39579,-0.480171,-4.44081,2.75618,-2.25233,1.64978
2.49,200,9.81,100,-0.481139,3.64642,-4.41292,1,0.1,-0.400597,-0.481139,-4.41292,2.82052,-2.23557,1.70236
2.5,200,9.81,100,-0.48198,3.60243,-4.3844,1,0.1,-0.405413,-0.48198,-4.3844,2.88349,-2.21828,1.75585
2.51,200,9.81,100,-0.482689,3.55873,-4.35526,1,0.1,-0.410236,-0.482689,-4.35526,2.94505,-2.20045,1.81024
2.52,200,9.81,100,-0.483259,3.51533,-4.32551,1,0.1,-0.415066,-0.483259,-4.32551,3.0052,-2.18207,1.86554
2.53,200,9.81,100,-0.483683,3.47223,-4.29516,1,0.1,-0.419901,-0.483683,-4.29516,3.06392,-2.16314,1.92175
2.54,200,9.81,100,-0.483953,3.42943,-4.26423,1,0.1,-0.424739,-0.483953,-4.26423,3.12117,-2.14364,1.97884
2.55,200,9.81,100,-0.484064,3.38694,-4.23274,1,0.1,-0.429579,-0.484064,-4.23274,3.17696,-2.12356,2.03683
2.56,200,9.81,100,-0.484006,3.34478,-4.2007,1,0.1,-0.43442,-0.484006,-4.2007,3.23126,-2.1029,2.09571
2.57,200,9.81,100,-0.483773,3.30293,-4.16812,1,0.1,-0.439259,-0.483773,-4.16812,3.28406,-2.08164,2.15546
2.58,200,9.81,100,-0.483357,3.26142,-4.13502,1,0.1,-0.444094,-0.483357,-4.13502,3.33535,-2.05979,2.21608
2.59,200,9.81,100,-0.48275,3.22023,-4.10142,1,0.1,-0.448925,-0.48275,-4.10142,3.38512,-2.03732,2.27755
2.6,200,9.81,100,-0.481944,3.17939,-4.06732,1,0.1,-0.453749,-0.481944,-4.06732,3.43337,-2.01423,2.33987
2.61,200,9.81,100,-0.480931,3.13889,-4.03275,1,0.1,-0.458563,-0.480931,-4.03275,3.48008,-1.99052,2.40302
2.62,200,9.81,100,-0.479702,3.09874,-3.99773,1,0.1,-0.463367,-0.479702,-3.99773,3.52526,-1.96617,2.46699
2.63,200,9.81,100,-0.478248,3.05893,-3.96225,1,0.1,-0.468157,-0.478248,-3.96225,3.56892,-1.94118,2.53175
2.64,200,9.81,100,-0.476561,3.01949,-3.92635,1,0.1,-0.472931,-0.476561,-3.92635,3.61104,-1.91553,2.59728
2.65,200,9.81,100,-0.474632,2.98041,-3.89004,1,0.1,-0.477687,-0.474632,-3.89004,3.65163,-1.88923,2.66358
2.66,200,9.81,100,-0.472451,2.94169,-3.85332,1,0.1,-0.482423,-0.472451,-3.85332,3.69072,-1.86226,2.73061
2.67,200,9.81,100,-0.470011,2.90334,-3.81623,1,0.1,-0.487135,-0.470011,-3.81623,3.72829,-1.83461,2.79836
2.68,200,9.81,100,-0.4673,2.86537,-3.77876,1,0.1,-0.491822,-0.4673,-3.77876,3.76438,-1.80629,2.86678
2.69,200,9.81,100,-0.464311,2.82777,-3.74095,1,0.1,-0.49648,-0.464311,-3.74095,3.79899,-1.77728,2.93587
2.7,200,9.81,100,-0.461033,2.79055,-3.70279,1,0.1,-0.501107,-0.461033,-3.70279,3.83216,-1.74757,3.00559
2.71,200,9.81,100,-0.457457,2.75372,-3.66431,1,0.1,-0.5057,-0.457457,-3.66431,3.8639,-1.71716,3.0759
2.72,200,9.81,100,-0.453572,2.71727,-3.62552,1,0.1,-0.510255,-0.453572,-3.62552,3.89424,-1.68605,3.14677
2.73,200,9.81,100,-0.44937,2.68121,-3.58643,1,0.1,-0.51477,-0.44937,-3.58643,3.92321,-1.65423,3.21817
2.74,200,9.81,100,-0.444841,2.64554,-3.54706,1,0.1,-0.519242,-0.444841,-3.54706,3.95086,-1.62168,3.29006
2.75,200,9.81,100,-0.439974,2.61027,-3.50741,1,0.1,-0.523666,-0.439974,-3.50741,3.97722,-1.58842,3.3624
2.76,200,9.81,100,-0.434759,2.57539,-3.46751,1,0.1,-0.52804,-0.434759,-3.46751,4.00233,-1.55444,3.43515
2.77,200,9.81,100,-0.429188,2.54092,-3.42737,1,0.1,-0.53236,-0.429188,-3.42737,4.02625,-1.51972,3.50826
2.78,200,9.81,100,-0.423249,2.50684,-3.38699,1,0.1,-0.536623,-0.423249,-3.38699,4.04902,-1.48427,3.58169
2.79,200,9.81,100,-0.416933,2.47318,-3.34639,1,0.1,-0.540824,-0.416933,-3.34639,4.07071,-1.44808,3.65538
2.8,200,9.81,100,-0.410231,2.43992,-3.30558,1,0.1,-0.54496,-0.410231,-3.30558,4.09137,-1.41116,3.72929
2.81,200,9.81,100,-0.403132,2.40707,-3.26457,1,0.1,-0.549027,-0.403132,-3.26457,4.11108,-1.3735,3.80337
2.82,200,9.81,100,-0.395627,2.37463,-3.22336,1,0.1,-0.553021,-0.395627,-3.22336,4.1299,-1.33509,3.87756
2.83,200,9.81,100,-0.387706,2.3426,-3.18197,1,0.1,-0.556938,-0.387706,-3.18197,4.14792,-1.29595,3.95179
2.84,200,9.81,100,-0.37936,2.31099,-3.14041,1,0.1,-0.560774,-0.37936,-3.14041,4.1652,-1.25606,4.02602
2.85,200,9.81,100,-0.37058,2.27979,-3.09867,1,0.1,-0.564524,-0.37058,-3.09867,4.18184,-1.21543,4.10018
2.86,200,9.81,100,-0.361357,2.24902,-3.05677,1,0.1,-0.568184,-0.361357,-3.05677,4.19793,-1.17405,4.1742
2.87,200,9.81,100,-0.351682,2.21866,-3.01471,1,0.1,-0.57175,-0.351682,-3.01471,4.21356,-1.13194,4.24801
2.88,200,9.81,100,-0.341546,2.18872,-2.9725,1,0.1,-0.575216,-0.341546,-2.9725,4.22883,-1.08909,4.32155
2.89,200,9.81,100,-0.330941,2.15921,-2.93014,1,0.1,-0.578579,-0.330941,-2.93014,4.24385,-1.04551,4.39475
2.9,200,9.81,100,-0.31986,2.13012,-2.88763,1,0.1,-0.581834,-0.31986,-2.88763,4.25872,-1.0012,4.46751
2.91,200,9.81,100,-0.308295,2.10146,-2.84496,1,0.1,-0.584975,-0.308295,-2.84496,4.27357,-0.956164,4.53978
2.92,200,9.81,100,-0.296239,2.07322,-2.80215,1,0.1,-0.587998,-0.296239,-2.80215,4.2885,-0.910408,4.61146
2.93,200,9.81,100,-0.283685,2.04541,-2.75919,1,0.1,-0.590898,-0.283685,-2.75919,4.30364,-0.863937,4.68248
2.94,200,9.81,100,-0.270626,2.01804,-2.71608,1,0.1,-0.59367,-0.270626,-2.71608,4.31912,-0.816761,4.75274
2.95,200,9.81,100,-0.257058,1.99109,-2.67281,1,0.1,-0.596309,-0.257058,-2.67281,4.33507,-0.768886,4.82215
2.96,200,9.81,100,-0.242976,1.96458,-2.62938,1,0.1,-0.59881,-0.242976,-2.62938,4.35162,-0.720321,4.89063
2.97,200,9.81,100,-0.228373,1.93851,-2.58578,1,0.1,-0.601167,-0.228373,-2.58578,4.3689,-0.671077,4.95806
2.98,200,9.81,100,-0.213248,1.91287,-2.542,1,0.1,-0.603375,-0.213248,-2.542,4.38707,-0.621163,5.02436
2.99,200,9.81,100,-0.197597,1.88767,-2.49803,1,0.1,-0.60543,-0.197597,-2.49803,4.40626,-0.570594,5.08942
3,200,9.81,100,-0.181417,1.86291,-2.45387,1,0.1,-0.607326,-0.181417,-2.45387,4.42661,-0.51938,5.15313
3.01,200,9.81,100,-0.164707,1.83859,-2.40949,1,0.1,-0.609057,-0.164707,-2.40949,4.44828,-0.467536,5.21538
3.02,200,9.81,100,-0.147467,1.81472,-2.3649,1,0.1,-0.610618,-0.147467,-2.3649,4.47141,-0.415077,5.27605
3.03,200,9.81,100,-0.129696,1.79129,-2.32006,1,0.1,-0.612004,-0.129696,-2.32006,4.49615,-0.362021,5.33503
3.04,200,9.81,100,-0.111397,1.76832,-2.27497,1,0.1,-0.61321,-0.111397,-2.27497,4.52266,-0.308383,5.39219
3.05,200,9.81,100,-0.092572,1.74579,-2.2296,1,0.1,-0.614231,-0.092572,-2.2296,4.55107,-0.254184,5.4474
3.06,200,9.81,100,-0.0732241,1.72373,-2.18394,1,0.1,-0.61506,-0.0732241,-2.18394,4.58154,-0.199442,5.50053
3.07,200,9.81,100,-0.0533584,1.70212,-2.13796,1,0.1,-0.615693,-0.0533584,-2.13796,4.61422,-0.144181,5.55144
3.08,200,9.81,100,-0.0329812,1.68097,-2.09165,1,0.1,-0.616126,-0.0329812,-2.09165,4.64924,-0.0884215,5.59999
3.09,200,9.81,100,-0.0120999,1.66029,-2.04497,1,0.1,-0.616351,-0.0120999,-2.04497,4.68676,-0.0321892,5.64604
3.1,200,9.81,100,0.00927646,1.64007,-1.99791,1,0.1,-0.616366,0.00927646,-1.99791,4.72689,0.0244905,5.68944
3.11,200,9.81,100,0.0311374,1.62033,-1.95042,1,0.1,-0.616164,0.0311374,-1.95042,4.76979,0.0815902,5.73002
3.12,200,9.81,100,0.0534708,1.60106,-1.9025,1,0.1,-0.615742,0.0534708,-1.9025,4.81556,0.139081,5.76763
3.13,200,9.81,100,0.076263,1.58228,-1.8541,1,0.1,-0.615093,0.076263,-1.8541,4.86433,0.196932,5.80211
3.14,200,9.81,100,0.0994984,1.56398,-1.8052,1,0.1,-0.614215,0.0994984,-1.8052,4.91621,0.255112,5.83329
3.15,200,9.81,100,0.12316,1.54618,-1.75577,1,0.1,-0.613102,0.12316,-1.75577,4.9713,0.313586,5.86098
3.16,200,9.81,100,0.147228,1.52887,-1.70577,1,0.1,-0.61175,0.147228,-1.70577,5.02968,0.37232,5.88503
3.17,200,9.81,100,0.171681,1.51206,-1.65516,1,0.1,-0.610156,0.171681,-1.65516,5.09144,0.431274,5.90525
3.18,200,9.81,100,0.196497,1.49577,-1.60393,1,0.1,-0.608316,0.196497,-1.60393,5.15663,0.490411,5.92144
3.19,200,9.81,100,0.22165,1.47999,-1.55202,1,0.1,-0.606225,0.22165,-1.55202,5.22532,0.549689,5.93344
3.2,200,9.81,100,0.247112,1.46473,-1.49941,1,0.1,-0.603882,0.247112,-1.49941,5.29753,0.609066,5.94105
3.21,200,9.81,100,0.272855,1.45,-1.44606,1,0.1,-0.601282,0.272855,-1.44606,5.37328,0.668495,5.94408
3.22,200,9.81,100,0.298846,1.43581,-1.39193,1,0.1,-0.598424,0.298846,-1.39193,5.45257,0.727931,5.94235
3.23,200,9.81,100,0.32505,1.42217,-1.337,1,0.1,-0.595304,0.32505,-1.337,5.53539,0.787326,5.93565
3.24,200,9.81,100,0.351433,1.40907,-1.28121,1,0.1,-0.591922,0.351433,-1.28121,5.62169,0.846627,5.92382
3.25,200,9.81,100,0.377954,1.39654,-1.22455,1,0.1,-0.588275,0.377954,-1.22455,5.71141,0.905785,5.90666
3.26,200,9.81,100,0.404574,1.38459,-1.16697,1,0.1,-0.584363,0.404574,-1.16697,5.80447,0.964743,5.88399
3.27,200,9.81,100,0.43125,1.37321,-1.10845,1,0.1,-0.580184,0.43125,-1.10845,5.90076,1.02345,5.85564
3.28,200,9.81,100,0.457936,1.36242,-1.04895,1,0.1,-0.575738,0.457936,-1.04895,6.00016,1.08184,5.82144
3.29,200,9.81,100,0.484584,1.35223,-0.988439,1,0.1,-0.571025,0.484584,-0.988439,6.1025,1.13985,5.78123
3.3,200,9.81,100,0.511147,1.34266,-0.926891,1,0.1,-0.566046,0.511147,-0.926891,6.2076,1.19744,5.73487
3.31,200,9.81,100,0.537572,1.3337,-0.864279,1,0.1,-0.560803,0.537572,-0.864279,6.31526,1.25453,5.68222
3.32,200,9.81,100,0.563808,1.32537,-0.800578,1,0.1,-0.555295,0.563808,-0.800578,6.42524,1.31106,5.62315
3.33,200,9.81,100,0.5898,1.31769,-0.735767,1,0.1,-0.549527,0.5898,-0.735767,6.53729,1.36697,5.55756
3.34,200,9.81,100,0.615492,1.31066,-0.669827,1,0.1,-0.5435,0.615492,-0.669827,6.65111,1.42219,5.48537
3.35,200,9.81,100,0.640828,1.3043,-0.60274,1,0.1,-0.537218,0.640828,-0.60274,6.76641,1.47666,5.4065
3.36,200,9.81,100,0.665751,1.29861,-0.534495,1,0.1,-0.530685,0.665751,-0.534495,6.88285,1.5303,5.32092
3.37,200,9.81,100,0.690202,1.29361,-0.465081,1,0.1,-0.523905,0.690202,-0.465081,7.00008,1.58306,5.2286
3.38,200,9.81,100,0.714124,1.28931,-0.394492,1,0.1,-0.516883,0.714124,-0.394492,7.11772,1.63485,5.12955
3.39,200,9.81,100,0.737457,1.28573,-0.322727,1,0.1,-0.509624,0.737457,-0.322727,7.23537,1.68563,5.0238
3.4,200,9.81,100,0.760145,1.28286,-0.249786,1,0.1,-0.502136,0.760145,-0.249786,7.35263,1.73531,4.91142
3.41,200,9.81,100,0.782131,1.28073,-0.175677,1,0.1,-0.494424,0.782131,-0.175677,7.46907,1.78383,4.79249
3.42,200,9.81,100,0.803358,1.27935,-0.100409,1,0.1,-0.486496,0.803358,-0.100409,7.58426,1.83114,4.66714
3.43,200,9.81,100,0.823772,1.27873,-0.0239969,1,0.1,-0.478359,0.823772,-0.0239969,7.69775,1.87715,4.53554
3.44,200,9.81,100,0.843322,1.27888,0.0535395,1,0.1,-0.470023,0.843322,0.0535395,7.80909,1.92183,4.39787
3.45,200,9.81,100,0.861957,1.2798,0.132177,1,0.1,-0.461496,0.861957,0.132177,7.91783,1.96509,4.25435
3.46,200,9.81,100,0.879629,1.28152,0.211886,1,0.1,-0.452787,0.879629,0.211886,8.02352,2.00689,4.10523
3.47,200,9.81,100,0.896295,1.28404,0.292636,1,0.1,-0.443907,0.896295,0.292636,8.12572,2.04718,3.95082
3.48,200,9.81,100,0.911914,1.28738,0.374388,1,0.1,-0.434865,0.911914,0.374388,8.22398,2.08589,3.79142
3.49,200,9.81,100,0.926449,1.29154,0.457101,1,0.1,-0.425672,0.926449,0.457101,8.31789,2.12299,3.62739
3.5,200,9.81,100,0.939867,1.29652,0.54073,1,0.1,-0.416339,0.939867,0.54073,8.40703,2.15843,3.4591
3.51,200,9.81,100,0.952139,1.30235,0.625225,1,0.1,-0.406878,0.952139,0.625225,8.49103,2.19216,3.28695
3.52,200,9.81,100,0.963242,1.30903,0.710532,1,0.1,-0.397301,0.963242,0.710532,8.56951,2.22416,3.11137
3.53,200,9.81,100,0.973155,1.31657,0.796596,1,0.1,-0.387618,0.973155,0.796596,8.64215,2.25438,2.93281
3.54,200,9.81,100,0.981865,1.32497,0.883355,1,0.1,-0.377841,0.981865,0.883355,8.70862,2.2828,2.75172
3.55,200,9.81,100,0.989363,1.33424,0.970747,1,0.1,-0.367984,0.989363,0.970747,8.76866,2.30941,2.56858
3.56,200,9.81,100,0.995643,1.34438,1.05871,1,0.1,-0.358058,0.995643,1.05871,8.82202,2.33417,2.38388
3.57,200,9.81,100,1.00071,1.35541,1.14716,1,0.1,-0.348075,1.00071,1.14716,8.86848,2.35708,2.19811
3.58,200,9.81,100,1.00456,1.36733,1.23605,1,0.1,-0.338048,1.00456,1.23605,8.90788,2.37813,2.01176
3.59,200,9.81,100,1.00722,1.38013,1.3253,1,0.1,-0.327988,1.00722,1.3253,8.94008,2.39731,1.82532
3.6,200,9.81,100,1.00869,1.39383,1.41483,1,0.1,-0.317908,1.00869,1.41483,8.96497,2.41464,1.63928
3.61,200,9.81,100,1.009,1.40843,1.50457,1,0.1,-0.307818,1.009,1.50457,8.9825,2.4301,1.45412
3.62,200,9.81,100,1.00817,1.42393,1.59446,1,0.1,-0.297732,1.00817,1.59446,8.99264,2.44372,1.27031
3.63,200,9.81,100,1.00623,1.44032,1.6844,1,0.1,-0.287659,1.00623,1.6844,8.99539,2.45551,1.08828
3.64,200,9.81,100,1.00321,1.45761,1.77434,1,0.1,-0.277611,1.00321,1.77434,8.99081,2.4655,0.908485
3.65,200,9.81,100,0.999146,1.47581,1.86419,1,0.1,-0.267598,0.999146,1.86419,8.97895,2.47369,0.731316
3.66,200,9.81,100,0.994082,1.4949,1.95389,1,0.1,-0.257631,0.994082,1.95389,8.95994,2.48013,0.557164
3.67,200,9.81,100,0.988056,1.51488,2.04337,1,0.1,-0.24772,0.988056,2.04337,8.9339,2.48485,0.386387
3.68,200,9.81,100,0.981113,1.53576,2.13255,1,0.1,-0.237873,0.981113,2.13255,8.90099,2.48787,0.219317
3.69,200,9.81,100,0.973299,1.55753,2.22137,1,0.1,-0.2281,0.973299,2.22137,8.86139,2.48925,0.0562547
3.7,200,9.81,100,0.964662,1.58019,2.30976,1,0.1,-0.21841,0.964662,2.30976,8.81531,2.48901,-0.102527
3.71,200,9.81,100,0.95525,1.60373,2.39765,1,0.1,-0.20881,0.95525,2.39765,8.76297,2.48721,-0.256788
3.72,200,9.81,100,0.945113,1.62814,2.48499,1,0.1,-0.199307,0.945113,2.48499,8.70459,2.48389,-0.406316
3.73,200,9.81,100,0.934302,1.65343,2.57172,1,0.1,-0.18991,0.934302,2.57172,8.64044,2.4791,-0.550932
3.74,200,9.81,100,0.922867,1.67957,2.65778,1,0.1,-0.180623,0.922867,2.65778,8.57075,2.47289,-0.690486
3.75,200,9.81,100,0.910858,1.70658,2.74312,1,0.1,-0.171454,0.910858,2.74312,8.49581,2.46531,-0.824856
3.76,200,9.81,100,0.898325,1.73443,2.82768,1,0.1,-0.162408,0.898325,2.82768,8.41587,2.45641,-0.953952
3.77,200,9.81,100,0.885318,1.76313,2.91142,1,0.1,-0.153489,0.885318,2.91142,8.3312,2.44625,-1.07771
3.78,200,9.81,100,0.871884,1.79266,2.99429,1,0.1,-0.144703,0.871884,2.99429,8.24209,2.43487,-1.19609
3.79,200,9.81,100,0.85807,1.82301,3.07625,1,0.1,-0.136053,0.85807,3.07625,8.14879,2.42234,-1.30907
3.8,200,9.81,100,0.843923,1.85418,3.15726,1,0.1,-0.127543,0.843923,3.15726,8.05157,2.40871,-1.41668
3.81,200,9.81,100,0.829487,1.88615,3.23727,1,0.1,-0.119175,0.829487,3.23727,7.95069,2.39403,-1.51893
3.82,200,9.81,100,0.814804,1.91892,3.31626,1,0.1,-0.110954,0.814804,3.31626,7.8464,2.37835,-1.61587
3.83,200,9.81,100,0.799914,1.95248,3.39419,1,0.1,-0.10288,0.799914,3.39419,7.73896,2.36173,-1.70759
3.84,200,9.81,100,0.784858,1.9868,3.47103,1,0.1,-0.0949561,0.784858,3.47103,7.62861,2.34421,-1.79414
3.85,200,9.81,100,0.769671,2.02189,3.54675,1,0.1,-0.0871833,0.769671,3.54675,7.51556,2.32586,-1.87564
3.86,200,9.81,100,0.754388,2.05773,3.62133,1,0.1,-0.079563,0.754388,3.62133,7.40004,2.30672,-1.9522
3.87,200,9.81,100,0.739044,2.09432,3.69474,1,0.1,-0.0720958,0.739044,3.69474,7.28226,2.28683,-2.02393
3.88,200,9.81,100,0.723668,2.13162,3.76697,1,0.1,-0.0647822,0.723668,3.76697,7.16242,2.26626,-2.09096
3.89,200,9.81,100,0.708289,2.16965,3.83799,1,0.1,-0.0576224,0.708289,3.83799,7.04071,2.24503,-2.15344
3.9,200,9.81,100,0.692936,2.20838,3.90778,1,0.1,-0.0506163,0.692936,3.90778,6.9173,2.2232,-2.2115
3.91,200,9.81,100,0.677632,2.2478,3.97633,1,0.1,-0.0437635,0.677632,3.97633,6.79237,2.20081,-2.2653
3.92,200,9.81,100,0.662401,2.2879,4.04362,1,0.1,-0.0370634,0.662401,4.04362,6.66606,2.17791,-2.31499
3.93,200,9.81,100,0.647264,2.32867,4.10964,1,0.1,-0.0305152,0.647264,4.10964,6.53853,2.15453,-2.36072
3.94,200,9.81,100,0.63224,2.37009,4.17439,1,0.1,-0.0241178,0.63224,4.17439,6.40991,2.13071,-2.40264
3.95,200,9.81,100,0.617348,2.41215,4.23784,1,0.1,-0.01787,0.617348,4.23784,6.28033,2.10649,-2.44093
3.96,200,9.81,100,0.602604,2.45484,4.29999,1,0.1,-0.0117703,0.602604,4.29999,6.14989,2.0819,-2.47573
3.97,200,9.81,100,0.588021,2.49815,4.36083,1,0.1,-0.00581734,0.588021,4.36083,6.01872,2.05698,-2.50719
3.98,200,9.81,100,0.573613,2.54206,4.42036,1,0.1,-9.3211e-06,0.573613,4.42036,5.88692,2.03177,-2.53548
3.99,200,9.81,100,0.559391,2.58655,4.47857,1,0.1,0.00565554,0.559391,4.47857,5.75456,2.00628,-2.56075
4,200,9.81,100,0.545366,2.63162,4.53545,1,0.1,0.0111792,0.545366,4.53545,5.62174,1.98056,-2.58315
4.01,200,9.81,100,0.531546,2.67726,4.591,1,0.1,0.0165635,0.531546,4.591,5.48853,1.95463,-2.60281
4.02,200,9.81,100,0.517939,2.72344,4.64522,1,0.1,0.0218108,0.517939,4.64522,5.355,1.92852,-2.61989
